Title,Company,Experience,Location,Skills,Summary
Ceramic & Glass- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Animation Film- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chemical- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chemistry- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Animation Film- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Animation Film- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Automobile- DIRECTOR,Uka Tarsadia University,15 to 18 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Civil- DIRECTOR,Uka Tarsadia University,15 to 18 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Commerce- DIRECTOR,Uka Tarsadia University,15 to 18 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chemical- HOD,Uka Tarsadia University,12 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chemistry- HOD,Uka Tarsadia University,12 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Commerce- HOD,Uka Tarsadia University,12 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chinese- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chemistry- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Community Health- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Child Health - Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Business Communication- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Biotechnology- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Civil- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Chinese- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Biotechnology- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Community Health- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Relationship Manager(bancaassurance )- Life Insurance,Freelancer Goklani Komal MukeshKumar,1 to 6 Yrs,Surat,"Skills :banking, insurance, bancassurance, sales, relationship management","Job Description Greetings of the Day!! Hello Candidates, Good Opening for Relationship Manager for a leading Life Insurance Company Job Designation- Relationship Manager Job Location - Ahmedabad , Baroda ,"
Brand Promoter,V5 Global Services Pvt Ltd,1 to 6 Yrs,Surat,"Skills :sales, retail, merchandising, accountancy, basis",Urgently requirement for Lenovo laptop sales Promoter in Ahmedabad. Profile - Brand Promoter Work - Sales Laptop in Store. Experience - Any IT product sales like - Any Laptop sales
Urgent Opening For Retail Audit - Ahmedabad / Surat,Forret India Private Limited,2 to 6 Yrs,Surat,"Skills :ts, audio mastering, operational risk, financial services, effective communication","Hello, Greetings from Forret India.!!!! We are a placement firm based in India and we have the good exposure in international Market. Company Name: Leading Bank Job Location: Ahmedabad /"
Opportunity for Position of Sr.research Associate(adl) Surat Location,Konnect HR,3 to 8 Yrs,Surat,"Skills :research, validation, hplc, documentation, calibration","Experience in developing analytical methods for raw materials, intermediaries and finished goods Experience in preparing/drafting specifications and method of analysis for R&D products Experience in wet analysis metals as well"
Travel Manager_Surat.,Talent First HR Services,1 to 2 Yrs,Surat,"Skills :tour packages, travel management, operation manager, tour manager, holiday packages",Uregnt Requriments for Tour opreater and who can make Domestic and International tour packages Only Girls can apply Location is GHOD DHOD ROAD (surat) Requried More than 1 year experience
Civil/Structural Engineer,Sadhana,0 to 4 Yrs,Surat,"Skills :auditing, design, civil, estimation, java","Hi We are hiring for civil engineer, Manage Civil construction of projects including all civil, building, structural engineering and land surveying activities. Handle end to end projects encompassing planning, design,"
Aviation For Airline 10th pass Ground Staff and Cabin Crew,Air Placement Services Hiring For Air Placement Services,0 to 1 Yr,Surat,"Skills :passenger, ticketing, service, services, customer","Dear Candidate, Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Customer Service,Cabin Crew, Ground Staff"
UNIT MANAGER - E BRANCH,NJ IndiaInvest Pvt Ltd,5 to 10 Yrs,Surat,"Skills :strategy, reporting, distribution, distributors, sales",Primary Role Timely communications to the distributors Online Training and development of distributors on regular basis through electronic medium Prepare Business Plan and strategy with distributor through VC Follow Sales
Fire Training Officer,EHS Engineers,2 to 3 Yrs,Surat,"Skills :design, training, planning, education, teaching","Job Description Assesses training needs of the Fire Department staff through investigation, consultation and evaluation of requests for training programs; makes recommendations for and assists in implementing training policies. Under"
Opening For the position of Store Manager with leading FMCG.,TopGear Consultants Pvt Ltd.,2 to 7 Yrs,Surat,"Skills :operations, marketing, sales, schedule, inventory management",Greetings From TopGear Consultants Pvt Ltd . We are hiring for the position of Store Manager. Designation: Store Manager. Location:- Surat (VR Mall) Please find the below the Job Description.
Sales Executive Kochi For GPS Device Sales Company,Capital Placement Services,1 to 5 Yrs,Surat,"Skills :sales, gps, business, target, resume","1 years in sales . develop New Clients business developement. Can be from Commercial vehicle Loan ,Commercial vehicle Insurance,fleet management solution software,logistics,transport GPS Device Sales Real Estate Background FMCG Salary:"
Team leader Sales Kochi For GPS device Sales Company,Capital Placement Services,3 to 8 Yrs,Surat,"Skills :sales, gps, business, resume, commercial","4-6 years in sales . develop New Clients business developement. Can be from Commercial vehicle Loan ,Commercial vehicle Insurance,fleet management solution software,logistics,transport GPS Device Sales Real Estate Background FMCG Salary:"
Sales ManagerLead Based,Top Most Placement Hiring For Top Most Placement,3 to 8 Yrs,Surat,"Skills :marketing, sales, client relationship management, business development",A Vacancy for Life insurance Direct channel CTC :3.5 Lac to 4 Lac lacks + 4000 Reimbursement +INCENTIVE Educational Qualification : Graduate Experience :1 to 2 YR Sales Marketing Location
Backdoor Opening aviation in  Air Ticketing and Cabin Crew,Air Placement Services Hiring For Air Placement Services,0 to 1 Yr,Surat,"Skills :passenger, ticketing, ground, services, reservations","Dear Candidate, Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Customer Service,Cabin Crew, Ground Staff"
Area Sales Manager,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,Surat,"Skills :insurance, sales, bfsi, b2b, marketing",For more info contact me and whatsapp on 6352491005.send me your updated cv on yash@suproinfo.com ctc: 2 to 4 Lack p/a + incentives Job Eligibility Criteria: - 2+ years of
CUSTOMER CARE - QUERY RECEIVER,NJ IndiaInvest Pvt Ltd,1 to 2 Yrs,Surat,"Skills :customer care, care, solving queries","Assisting other team mate for solving queries Adhering to organizational process & policies Providing feedback on enhancement of systems and overall organization,"
Security Guard,Cules placement Hiring For Cules placement,1 to 5 Yrs,Surat,"Skills :cctv,","We are looking for confident, responsible and competitive Sales Executives to build our business activities.Your responsibilities will include calling customers based on leads and schedule appointments. This will enable us"
"permanent hiring for ground staff,cabincrew & air ticketing indigo airlines",Freelancer  Jyotirling Tukaram Adate Hiring For indigo airline pvt ltd,0 to 2 Yrs,Surat,"Skills :clearing, air, maintenance, automated, selling","Dear Candidate, Greetings of the day !!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew, Ground Staff"
Part Time| Work at home | Online Promotion | Earn,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :sales, marketing, graduate, bpo, homebased","For More details WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in Excel Dear Candidate, For details"
Office Assistant,JANAK N PANCHAL,3 to 5 Yrs,Surat,"Skills :communication, liasoning",More Than 3 Years Experience Compulsory. Graduate A must.Llb Or Any Other Certificate Course Will Be Preferred.Fluency In Communication And Liasoning Skill Will Be An Added Advantage.Liasoning and dealing with
Work from home opportunity for doctors,Curis Technologies Private Limited,3 to 8 Yrs,Surat,"Skills :medicine, gynaecology, dentistry, allopathy,",Greetings from Medicus! We have opening for freelancing job opportunity (work from home)profile of Medical consultant (advisor) Medicus is a technology-driven platform that brings together various stakeholders of the healthcare
S05-Business Manager-Exp 2 Yrs,MH49 Career Consultants,8 to 13 Yrs,Surat,"Skills :insurance, bfsi, banking, sales, nbfc",Greetings!! We are recruiting an energetic and career oriented individual for our reputed Client. If interested; Please send me your updated Resume/CV along with current CTC and expected CTC to
Personal Banker,Symphony Tech Solutions Consultancy Private Limited Hiring For finance bank in gujrat,1 to 3 Yrs,Surat,"Skills :banking, accounts, sales, insurance, personal loans","Hi, Greetings of the day. We are hiring for Equitas small finance bank immediately Personal Banker Job Description Key responsibilities Aid customers in opening, managing and optimizing their bank accounts"
Business Manager,MH49 Career Consultants,2 to 7 Yrs,Surat,"Skills :insurance, bfsi, banking, sales, nbfc",Greetings!! We are recruiting an energetic and career oriented individual for our reputed Client. If interested; Please send me your updated Resume/CV along with current CTC and expected CTC to
Relationship Manger,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 6 Yrs,Surat,"Skills :marketing, insurance, hiring, channel sales, life insurance","For more details, candidates can reach directly @ 7621815648 Requirements: Minimum 2 Years proven experience as sales representative Age: 24 to 35 Years Ability to work with computers and understand"
"Current opening for Airport Ground Staff, Cabin Crew & Ticketing","Air Career Point Hiring For Hiring for Ground Staff, Cabin Crew and Air-Ticketing posts",0 to 2 Yrs,Surat,"Skills :aviation, poly, aircraft maintenance, airtime package construction, electrical engineering",Hi Greeting of the day We would like to introduce ourselves as India 's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are
College Student Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,Surat,"Skills :hadoop, python, android, java, testing","Maxgen Technologies is open For BCA,Bsc,BE,B.tech MCA,MSc ,M.tech Internship. MNC company Live Projects definition letter on paper Job Guarantee Experience staff Assured Job after internship internship in : Asp.net,PHp,Java,software Testing,Python"
Urgent hiring for supervisor post,Freelancer  Jyotirling Tukaram Adate Hiring For Honda motors,0 to 3 Yrs,Surat,"Skills :manufacturing engineering, production design",Dear Candidate We are hiring for production engineer Job Description Candidate will be responsible for fitting and manufacturing related work Responsible for production functioning Candidate will be responsible for mechanical
Hiring Chat Telesales Voice Process Work From Home Fresher|Experienced,JobMatchNow.com Hiring For JobMatchNow,0 to 4 Yrs,Surat,"Skills :typing, data entry speed, online typing site, data entry, typing projects",For More details visit our website: www.JobMatchNow.com or WhatsApp us at 7892688659 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
"Financial Content Developer-NJ Group, Surat",NJ INDIA INVEST PRIVATE LIMITED,3 to 8 Yrs,Surat,"Skills :content writing, script writing, content creation, content, content writing development","Primary Role: DISCUSS NEW TOPICS ON WHICH CONTENT CAN BE PREPARED WITH DEPARTMENTAL HEADS. DEVELOP CONTENT FOR IDENTIFIED AREAS / TOPICS VIZ. PPT, WRITE-UPS, SCRIPTS, VIDEOS, ETC. PREPARING SCRIPTS AND"
Assistant Manager - Sales,KAIROS Placement Services  LLP Hiring For KAIROS Placement Services  LLP,2 to 9 Yrs,Surat,"Skills :literature, marketing, sales, mis, reporting","Hello, Greetings from Kairos Placement service llp! It was a pleasure to be in touch with you. Currently We have one Opening in one of the Manufacturing Industry. Please find"
"Chemistry Faculty,PGT Chemistry",TeachersRecruiter,2 to 5 Yrs,Surat,"Skills :teaching, chemistry, communication, scan, catalyst",We have an urgent opening for Chemistry Faculty for Salary: Up to 50k/ month Key Skills: Should have good subject knowledge over the subject up to JEE Mains level Should
Chemistry Faculty,TeachersRecruiter,2 to 5 Yrs,Surat,"Skills :teaching, sorting, chemistry, usps, training","Urgent Opening! Chemistry & Biology Faculty for Board & Competitive Classes in Gujarat, Maharastra, Rajasthan. Apply Now! TeachersRecruiter.com ,"
Mechanical Engineer,K.M.SOLUTION Hiring For Oil & Gas / Petroleum,0 to 11 Yrs,Surat,"Skills :maintenance, energy, commissioning, mechanical, industry","Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of such equipment as centralized heat, gas, water, and"
Customer Acquisition Manager,Green Thumbs,1 to 5 Yrs,Surat,"Skills :business loans, sales, loans, direct sales","Hi, Greetings! There is a job oppurtunity for the role of Customer Acquisition Manager with leading NBFC for Surat location. Experience: 2+ Years Job Description: Appointment of DSAs. Achieve BL"
Front Office - Guest Relations Hotel Industry,Netambit ValueFirst Services Private Limited,0 to 3 Yrs,Surat,"Skills :bhm, hospitality, management, relations, bhm fresher",We are hiring for Hotels Industry. Qualification - Diploma / Graduation from Hotel Management Location - Pan India Experience - 0 - 3 (*Freshers Can apply ) POSITION - Guest
Urgent opening for plumber,Seabourn Cruise And Marine India Private Limited Hiring For Seabourn Cruise And Marine India Private Limited,0 to 4 Yrs,Surat,"Skills :systems, plumbing, installation, fixtures, drainage","Job Description Plumber Job Duties: Interprets blueprints and building specifications to map layout for pipes, drainage systems, and other plumbing materials. Installs pipes and fixtures, such as sinks and toilets,"
opening for Sr. Relationship Manager,Swastika Investmart Limited,0 to 5 Yrs,Surat,"Skills :marketing, sales, demat, management, broking",Job Title/ Designation: Sr. Relationship Manager/ Relationship Manager Preferred Experience: Minimum 0.6 year in Broking industry. Qualification: At least Graduate Key Responsibilities:1. Acquisition of new clients (Demat / trading a/cs:
Python Machine Learning Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,Surat,"Skills :python, machine learning internship in ahmedabad, ai development, machine learning, python internship in ahmedabad","Maxgen Technologies Pvt Ltd hiring Summer Interns for Live Project Internship Program for Python . Candidate will work on live project in Core Python,Machine learning,AI technology We have experience staff"
supervisor Post Coca-COLA company,M S Recruitment Hiring For Hiring For Candidates,0 to 4 Yrs,Surat,"Skills :supervision, process engineering, production engineering, maintenance reporting, product management",Job responsibilities for FM-CG supervisor: Required candidates both male candidates.supervisor Freshers can also apply Interfaces with other disciplines to ensure integration of activities. Undertake commissioning activities for Coca- Cola FM-CG
Business Development Executive,EquityPandit Financial Services Pvt. Ltd,0 to 1 Yr,Surat,"Skills :sales, marketing, relations, development, customer",Excellent Opportunity for those who are looking for a company where they can Earn as much as they want. It is a company which is a BRAND in the industry.
Sales Executive - Cosmetics - FMCG,Omkar Placements Hiring For Cosmetics Company,1 to 5 Yrs,Surat,"Skills :sales, cosmetics, marketing, business, customer",One of our client which is into Cosmetic Products is looking for : Sales Officers No. of Positions : 10 Nos. Profile : Selling the products with the network of
I need workers in my house,Freelancer Ghazi Farooqi Hiring For joseph lewis,0 to 5 Yrs,Surat,"Skills :housekeeping, security, housework, supervisor","Candidate should have Strong Experience with housekeeping,security,supervisor,housework Object Query Language (SOQL) and Java-script Thorough knowledge of coding best practices, and understanding the limitations of Apex coding Any Graduate or PG"
housework kitchen,Freelancer P M Dhutraj Hiring For supervisor,0 to 5 Yrs,Surat,"Skills :security, housekeeping, supervisor, housework","Candidate should have Strong Experience with Visualforce, Apex, Triggers, Eclipse IDE, Salesforce Object Query Language (SOQL) and Java-script Thorough knowledge of coding best practices, and understanding the limitations of Apex"
Relationship ManagerLead Based,Top Most Placement Hiring For Top Most Placement,1 to 6 Yrs,Surat,"Skills :bancassurance, sales, insurance, marketing, health insurance",Great Opportunity We are staffing based of All Over Gujarat; hiring for various roles across India. This opening is with one of our Insurance Industries client Job Title: - Relationship
"Urgent  Hiring  For Ground / Airport Station Attendant,Airline Station Agent",SSD Job Solution Hiring For Indigo Airlines,0 to 1 Yr,Surat,"Skills :sales, maintenance scheduling, networking protocols, maintenance documentation","Dear Candidate, Greeting Of the day! We are Hiring for the jobs for the position of Air Ticketing /GroundStaff/ Network Engineer / Maintenance Engineer Key Responsibilities:- Welcome passengers on board"
"Urgent  Hiring  For Ground / Airport Station Attendant,",SSD Job Solution Hiring For Indigo Airlines,0 to 1 Yr,Surat,"Skills :sales, networking protocols, maintenance documentation, maintenance scheduling","Dear Candidate, Greeting Of the day! We are Hiring for the jobs for the position of Air Ticketing /GroundStaff/ Network Engineer / Maintenance Engineer Key Responsibilities:- Welcome passengers on board"
GRAND OPENING IN BANCA CHANNEL - ASSISTANT MANAGER,Top Most Placement Hiring For Top Most Placement,1 to 6 Yrs,Surat,"Skills :insurance, bancassurance, marketing, sales, banca channel",Great Opportunity We are staffing based of All Over Gujarat; hiring for various roles across India. This opening is with one of our Insurance Industries client Job Title: - Relationship
Civil Project Engineer,Teck Solutions,0 to 5 Yrs,Surat,"Skills :inspection, safety, construction, operations, design",BE (Civil) Graduate with 3-6 years of experience in construction of residential apartments Preparation of Project plan and detailed weekly and daily schedules Quantity surveillance Supervision of quality of works
"Current Opening For Airport Reservation,Ground Staff,Cabin Crew & Ticketing",Finsure Infotech,0 to 4 Yrs,Surat,"Skills :airline ground staff, aviation training, cabin service, air hostess training, cabin crew training",Job Description Urjent Hiring contract Number 8868052903. Call TO Sandeep Sharma This is to inform you that we do have the job openings in aviation industry for the profiles of
Vacancy For Quality Engineer,Heart Consultancy Hiring For Quality Engineer,0 to 4 Yrs,Surat,"Skills :able to work quickly under pressure., detail oriented, technical abilities","typically do the following: Read blueprints and specifications. Monitor operations to ensure that they meet production standards. Recommend adjustments to the assembly or production process. Inspect, test, or measure materials"
ASSISTANT MANAGER - COMPLIANCE,NJ IndiaInvest Pvt Ltd,1 to 5 Yrs,Surat,"Skills :kyc, roc, irda, cdsl, demat","Primary Role To ensure timely execution, extensions and renewals of agreements of Lease, License, Hire, Maintenance, Amenities in respect to branch office premises with respective owners, to make payment of"
BUSINESS ANALYST,NJ IndiaInvest Pvt Ltd,1 to 5 Yrs,Surat,"Skills :mis, management, stakeholder management, it, hod",Primary Role Preparation and submission of the IT Requirement Document in standard formats. Preparation of the organisation Process Documents in standard formats. Coordination and timely submission of requisite information and
ANIMATION 2D,NJ IndiaInvest Pvt Ltd,2 to 3 Yrs,Surat,"Skills :av, adobe, flash, cards, editing","Primary Role 2D ANIMATION USING FLASH WITH CHARACTERS AV EDITING USING ADOBE PREMIER & ADOBE AFTER EFFECTS SOUND EDITING & RECORDING STORY BORD CREATION VIDEO RENDERING FLASH ANIMATION INTROS, ADOBE"
BRANCH MANAGER,NJ IndiaInvest Pvt Ltd,7 to 10 Yrs,Surat,"Skills :sales, marketing, insurance, target, business development",Primary Role Reporting : To report the review of all the activity undertaken by the RE / AM in terms of sales. To report all the activity undertaken by the
ASSISTANT MANAGER - COMPLIANCE,NJ IndiaInvest Pvt Ltd,4 to 8 Yrs,Surat,"Skills :cdsl, vetting, irda, filing, forms","Primary Role To ensure timely execution, extensions and renewals of agreements of Lease, License, Hire, Maintenance, Amenities in respect to branch office premises with respective owners, to make payment of"
Maintenance Engineer,Sourcing Hiring For Sourcing,3 to 8 Yrs,Surat,"Skills :maintenance, engineering, evaluation, management, mechanical",We are looking for individuals that have the ability to think laterally and possess a sound understanding of engineering principles. Ideal candidates will be able to demonstrate strong interpersonal skills
Limited Vacancy in Jio Telecom Manufacturing Industry,Hr Solutions.. Hiring For Hr Solutions..,0 to 5 Yrs,Surat,"Skills :operations, production, autocad, english, ms","We are Hiring candidates in Reliance Jio Telecom Company Salary Monthly Bases;-14,000/40000 Immediately contact Designation:- Supervisor. Store keeper. Senior supervisor ABM Responsibilities;-Supervision/maintenance Facilities;- Accommodation + Meal + Cab + Mobile"
supervision post Automobile Company,M S Recruitment Hiring For Hiring For Candidates,0 to 4 Yrs,Surat,"Skills :supervision, maintenance, production control, maintenance department, process engineering",Job responsibilities for Automobile supervisor: Mahi.ndra company Required candidates both male candidates.supervisor Freshers can also apply Interfaces with other disciplines to ensure integration of activities. Undertake commissioning activities fo Automobile
New Opening For Civil Site Engineer,MK RECRUITER Hiring For MK RECRUITER,0 to 2 Yrs,Surat,"Skills :civil, autocad, english, construction, engineering","Job Description We are Hiring For Civil Engineer, Project Manager, Site Engineer, Hiring For All India & Abroad, Role: Civil Engineer, Project Manager, Site Engineer Duties and responsibilities Audit -Conduct"
Android Developer,Vasundhara Vision,0 Yrs,Surat,"Skills :xml, android, android sdk, layout design",Job Summary: We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices. Your primary focus will
"Dot Net Developer_Surat_CTC Upto 3.6LPA_.Net,MVC",VINTAGE HR CONSULTANTS,2 to 5 Yrs,Surat,"Skills :.net, mvc, c#, asp.net, dot net","Dear IT Aspirant , Greetings from Vintage HR Consultants . Our client for Surat location require .Net Developer. Details as under . Salary :3.6LPA ( depends on interview performance ,"
Maintenance Engineer,Sourcing Hiring For Sourcing,3 to 8 Yrs,Surat,"Skills :safety, management, mechanical, evaluation, engineering",We are looking for individuals that have the ability to think laterally and possess a sound understanding of engineering principles. Ideal candidates will be able to demonstrate strong interpersonal skills
"Opening For HR-Management,Cabin-Crew & Air-Ticketing",FreelancerJitendra Kumar Hiring For indigo airlines,0 to 4 Yrs,Surat,"Skills :communication, sales, data entry, admin, service","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome"
opportunity for cosmetologist doctors (Work from home),Curis Technologies Private Limited,0 to 4 Yrs,Surat,"Skills :allopathy, personal, medicine, cosmetologist, mbbs",Greetings from Medicus! We have opening for freelancing job opportunity (work from home)profile of Medical consultant (advisor) Medicus is a technology-driven platform that brings together various stakeholders of the healthcare
Hiring For Civil Engineer  For Aviation,Air Placement Services Hiring For Air Placement Services,0 to 1 Yr,Surat,"Skills :english, autocad, civil, engineering, construction",We would like to introduce ourselves as Recruitment Services Leading Recruitment Organization with more than 35 Blue Chip Companies of India and Abroad. We Are Hiring For Site Engineer Recruitment
Urgent Hiring for Leading Automobile Industry,Impact Consultant Service Hiring For Impact Consultant Service,0 to 4 Yrs,Surat,"Skills :inspection, production, mechanical, maintenance engineering, electrical installation",Its free service for job seekers Call for urgent interview schedule. Urgently required Polytechnic Diploma Mechanical Engineer Quality testing Automobile Engineer Automobile Electricians Computer Operators Deputy Manager Product Development Executive
Urgent vacancy hiring for ground staff and cabin crew,F.Tech.,0 to 1 Yr,Surat,"Skills :national, ticketing, routing, general, english","Job Description Dear Candidate, Greetings of the day !!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew,"
"Adani power required Diploma,b.tech 25k-35k",Saar Technical Solution,0 to 4 Yrs,Surat,"Skills :mechanical, production, engineering, maintenance, tools","Urgent Requirement (Mechanical/Electrical) Required Urgently for Company-Adani power ltd location:- all india Qualification:- diploma,degree,b.tech Hr jaismeen bajwa-93016183327 (also on whtsapp) company provide room&food Position: all position Experience:0-5 years previous experience"
Chief Cook,Freelancer N Gopalkrishna Hiring For Hotel Job,0 to 5 Yrs,Surat,"Skills :cooking, commi, kitchen, preparation, dressing dishes","Set up workstations with all needed ingredients and cooking equipment Prepare ingredients to use in cooking (chopping and peeling vegetables, cutting meat etc.) Cook food in various utensils or grilles"
"Home Based SMS Sending Work Data Entry, Form Filling, Copy Paste",JobMatchNow.com Hiring For JobMatchNow,0 to 4 Yrs,Surat,"Skills :computer operator, full time, sms, excel numeric, browsing",For More details visit our website: www.JobMatchNow.com or WhatsApp us at 7892688659 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
PAN INDIA  FOR OPERATION MANAGER IN BANKING SECTOR,Job Solution Services Hiring For Job Solution Services,1 to 6 Yrs,Surat,"Skills :banking, sales, operations, accounting, marketing",Job Description:- A bank operations manager is an individual who carries out administrative and accounting duties in a financial institution by organizing and coordinating banking services. His/her job description involves
URGENT HIRING FOR BANKING PROCESS OPERATION MANAGER,Job Solution Services Hiring For Job Solution Services,1 to 6 Yrs,Surat,"Skills :banking, operations, management, accounts, marketing",Job Description:- A bank operations manager is an individual who carries out administrative and accounting duties in a financial institution by organizing and coordinating banking services. His/her job description involves
Business Loan Sales-SME Loan Sales-Relationship Manager,Rainbow Jobs Hiring For Rainbow Jobs,2 to 7 Yrs,Surat,"Skills :sales, personal loans, loan sales-retail assets sales-banking / nbfc / financial services, mortgage loan sales, mortgage loan","Relationship Manager-Business Loan Sales Job Summary - Candidate should have at least 6 months exp in selling Business Loans - End to End field sales Job Details Location Ahmedabad, Ahmedabad"
