Title,Company,Qualifications,Description,Location
JRF Life Science,University of Delhi,MSc,JRF Life Science Job Opportunity At  University of DelhiProject Title : Study the role of hnRNPA1 (RNA binding protein)...,Delhi
Electrician,Sanke Pumps,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrician jobs....,Chennai
ELECTRICIAN,Europa Group,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ELECTRICIAN jobs....,Chennai
Electrician,Sree Sastha Group Of Institutions,Diploma,Register with Teamlease to apply online for similar kind of Electrician jobs....,Chennai
Sales Marketing,Infoideal areer zone,MBA/PGDM,"For the post of B2B
Sales Marketing job.We have requirement
for Chemical industry.It will be a full time
job.Location: Eastern zoneSalary ...",Kolkata
Housekeeping Executive,Trident wings corporate services Pvt.Ltd,10th Pass (SSC),Ltd. Register with Teamlease to apply online for similar kind of Housekeeping Executive jobs....,Chennai
Telecaller,TIC,10th Pass (SSC),"We are providing
telecall, team leader and training in charge type jobs in Chennai. We are
giving proper trainings after you join the ...",Chennai
Waiter,Classical Recreation Club,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Waiter jobs....,Chennai
Android Developer,BMS COMPUTERS,BE/B.Tech,"Should be ready to work in tough conditions, must be creative and smart enough to understand clients requirement and also able to interact ...",Mumbai
Steward,Dreamjobz Consulting,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Steward jobs....,Bangalore
Hair Stylist,Lakme Salon,Other Graduate,"General Description:
The Hair Expert  is responsible for delivering Hair treatments to guests, clients and members; promoting sal...",Mumbai
Delivery Executive,Amazon flip cart food panda,10th Pass (SSC),Leading Swiggy food panda amazon...,Delhi
JRF / Project Assistant Agricultural Chemicals,IARI,ME/M.Tech,JRF / Project Assistant Agricultural Chemicals  recruitment at IARI purely on temporary/contractual basi...,Delhi
Data Entry Operator,Spingere,10th Pass (SSC),"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Bangalore
Telecaller,SARASS,12th Pass (HSE),"Telemarketer Job Duties:
Identifies prospects by reading telephone and zip code directories and other prepared listings.
Ca...",Mumbai
Telecaller,Rising career solution,Diploma,We are seeking energetic and reliable professionals to join our team as Call Center Representatives. The successful candidates will be...,Delhi
Data Entry Operator,E Sight,Certificate Course (ITI),"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Hyderabad
Marketing Executive,Rangoli Associates,MBA/PGDM,5 to 1 years of experience via Rangoli Associates. Register with Teamlease to apply online for similar kind of Marketing Executive jobs....,Hyderabad
Airport Food Department,Muskan private limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Airport Food Department jobs....,Kolkata
Desktop Support Engineer,Avalon Solutions,BE/B.Tech,"Dear Job seekers,We have Desktop Support Engineer job openings with TOP MNC clients in Bangalore.Job Role: Desktop Support / System En...",Bangalore
Mechanical Engineer,Ranga particle board industries limited.,Diploma,"- Ongole. Mechanical engineers to run and operate machinery.Chinese and german machinery.Mdf manufacturing factory.Machinery like Chippers,...",Ongole
Area Manager,Lamros consultancy,Diploma,"Exp - 12+ years,CTC - Upto 20 lKeep a close eye on finances and marketing in each store.Planning & Achieving Revenue Target.Understand ...",Bangalore
Product Trainer,Lamros consultancy,Certificate Course (ITI),"Exp - 2 to 5 years,CTC - 4 to 6 lpa. Note : Corporate/Soft skills/Process trainers are not eligible. Only candidates working as a...",Bangalore
Adminstration,Kidopia,Diploma,"Need professional person who can handle customers and be friendly with kids, update accounts daily and do data entry in system. Good i...",Hyderabad
MLHPs-cum-CHOs,NRHM,BAMS,"Advt. No.:
1/2019-20(HWC-CP)/06/2428
Mid Level Health
Providers-cum-Community Health Officers (MLHPs-cum-CHOs)   job Position i...",Nan
Admin Executive,Hiya Techsolutions P Ltd,BCA,We are Looking for An Administrative Officer to Join Our Team and Support Our Daily Office Procedures.A  Successful Administrative Off...,Madurai
Data Entry Operator,Swaraj,BA,"Main Job Tasks and Responsibilities:
Prepare, compile and sort documents for data entry
Check source documents for accuracy
...",Nagpur
Silverlight Developers,Nous Infosystems,BE/B.Tech,Silverlight DevelopersQualification : BE / B Tech / ME / MCAExperience: 3 - 5 YearsLocation : BangaloreSkills : Good experience in Silverli...,Bangalore
UI Developer/Senior UI Developer/ UI Lead,Nous Infosystems,BE/B.Tech,UI Developer/Senior UI Developer/ UI LeadExperience: 2 -6 YearsEducation: BE/BTech/ME/ MTech/ MSc/MCALocation: BangaloreMandatory Skills: H...,Bangalore
Software Engineer/ Senior Software Engineer/Technical Lead,Nous Infosystems,BE/B.Tech,Software Engineer/ Senior Software Engineer/Technical LeadExperience: 2 -8 YearsEducation: B.E/B.Tech/M.C.A/M.Tech/MSLocation: BangaloreMan...,Bangalore
Senior Communications Consultant,Nous Infosystems,MBA/PGDM,Senior Communications ConsultantDepartment : MarketingSalary : Based on experience and industry normDesignation : Sr. Communications Consul...,Bangalore
Data Entry Executive,Sbo,10th Pass (SSC),Save green job and it's sms sending and reversal jobs are available and no age limit and no degree only basic computer languages you only ...,Chennai
Asp.net Developer,Coherent lab LLP,BCA,net Developer Jobs in Coherent lab LLP - Jaipur. Looking for a person having strong coding skills and knowledge on ASP.NET MVC. Must be...,Jaipur
Marketing Executive,MILKY WAY,Certificate Course (ITI),"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Trichy/Tiruchirapalli
Sales Manager,S K Power Systems,Diploma,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Chennai
Bussiness Development Executive,S & Y Solutions,BA,Urgent Hiring Numbers of Opening-30Profile-BDE(Bussiness Development Executive)Qualification-10th to GraduateSalary-9000/- to 15000/-I...,Agra
Business development Interns,GET Civils Academy,Any Post Graduate,"Responsibilities:1. Handling the Sales & Marketing functional activities
to achieve sales figures.
2. Responsible for planning, foreca...",Kakinada
Business Development Executive,DigitalEdu IT Solutions Pvt Ltd,B.Com,Build contacts with potential clients to create new business opportunitiesGenerate new business leads form various sourcesBuild prospective...,Pune
Process Executive,Gratitude,Certificate Course (ITI),"Grab the opportunity to work in top bpo brands, as process executives. Enjoy unlimited incentives and pick up drop facility and good p...",Gurgaon
Customer Relationship Manager,SAVE CHILD FOUNDATION,Diploma,"we are looking for customer relationship outbound to do cold calling.Prefer experience candidate who can speak english, kannada, hindi.Pers...",Bangalore
Accounting executive,Skywinsolutions,B.Com,"Candidates must have knowledge of tally and miracle,need good typing speed .Urgent requirement Post Name: AccountantQualification: M.c...",Rajkot
Mobile Manufacturer,Eagle,Certificate Course (ITI),Mobile manufacturingYou have to made a mobile by using your tools and the cost of your tools is given by us and profit also given ...,Anywhere in India
Business Development Manager,Vritti Solutions Limited,Any Post Graduate,"Business Development ManagerLocation : Malad, MumbaiSkills : Hardcore sales experience in FMCG/ FMCD/ Insurance/ Print/ Outdoor media with ...",Mumbai
Hardware support Executive,Vritti Solutions Limited,Any Post Graduate,"Hardware support ExecutiveLocation : Kolar, KarnatakaSkills : Supporting to hardware team. Basic Hardware and networking knowledge. Trouble...",Kolar
Sales Executive,Vritti Solutions Limited,Any Post Graduate,"Sales ExecutiveLocation : Panchkula, HaryanaSkills : Sales and maketing ,Customer satisfaction skill, Agency relationship and management, g...",Panchkula
Key Account Manager,Vritti Solutions Limited,Any Post Graduate,"Key Account ManagerLocation : Chandigarh, PunjabSkills : Hardcore sales experience in FMCG/ FMCD/ Insurance/ Print/ Outdoor media with...",Nan
Tele Caller,ITCT learning systems private limited,12th Pass (HSE),Greetings from ITCT LEARNING SYSTEMS PVT LTDITCT LEARNING SYSTEMS PRIVATE LIMITED is into educational franchisee businesssince19 years...,Nagpur
Assistant Manager,Bumi geo engineering,BE/B.Tech,"Underground metal mining method, management of manpower and machinery.  Production and development with safety. We have to f...",Anywhere in India
Account Executive,ATSCO - Client,B.Com,"Candidate will be responsible for Handling the Accounts of the Organisation , Discussing with Vendors , Preparing Salary and other duties o...",Mumbai
Engineer - Android Application Development,PriceInfo.com,Diploma,"com - Chennai. Looking for Freshers/Experienced candidates skilled in Php, node.js, react framework, Android. Candidates do not have ex...",Chennai
Ground staff,Air Link Pvt Ltd,10th Pass (SSC),The individuals working in ground duty branch are often known as ‘ground crew’ or Ground Staff. Welcome Passengers and Handling help de...,Asansol
Web Consultant,Adebaa e services,12th Pass (HSE),"B2B
campaign Web Selling Process
Must
have the capability to convince the customers
Experienced
in BPO sales Website or GLL...",Kolkata
DELIVERY MANAGER,OnMobile Global Limited,BE/B.Tech,DELIVERY MANAGERLocation: BangaloreExperience : 03 - 05 YearsQualification : BE/MBA with Program Management certificationJOB DESCRIPTION :R...,Bangalore
Telecaller,Gamma process hub,12th Pass (HSE),"The main job responsibility of a tele-caller is to make cold or unsolicited calls on behalf of a third party, to obtain information or&nbsp...",Chennai
SENIOR SOFTWARE ENGINEER,OnMobile Global Limited,BE/B.Tech,"SENIOR SOFTWARE ENGINEERLocation : BangaloreExperience : 03 - 05 YearsQualification : Btech/BE/MtechJOB DESCRIPTION : Design, Develop ...",Bangalore
ASSOCIATE MANAGER - FINANCE,OnMobile Global Limited,MBA/PGDM,ASSOCIATE MANAGER - FINANCELocation : BangaloreExperience : 03 - 05 YearsQualification : MBA FinanceJOB DESCRIPTION :Reviewing of Financial...,Bangalore
Design Engineer,Elongated-CAD Technologies Pvt. Ltd.,BE/B.Tech,"Ltd. - Delhi. We need a Civil Design Engineer with skill of Autocad, Revit Structure, Staad-pro, Tekla etc.We are hiring for Project develo...",Delhi
Engineer DevOps,OnMobile Global Limited,BE/B.Tech,"Engineer – DevOpsExperience : 01 - 03 YearsQualification : BE/B. TechJOB DESCRIPTION :Working level knowledge in Server Technologies, Pub...",Bangalore
security guard,MP,10th Pass (SSC),Our    company   need    a     responsible    person    for    t...,Ludhiana
Sales/Marketing Executive,Grahita peronalcare,10th Pass (SSC),"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Ghaziabad
BPO/Telecalling,MP,12th Pass (HSE),Our company need hardworking   person   for   this   job.Male/  female  both can apply&nb...,Ludhiana
Fashion Designer Associate,MP,B.FashionTech,Our   company   need   hardworking  parson   for   this     job .&nbs...,Ludhiana
PKI - Certificate Management-Developer,WIPRO,BE/B.Tech,PKI - Certificate Management-DeveloperJob Code : 1030616Location: PuneMinimum work experience: 3 - 5 YearsMandatory Skills: PKI - Certifica...,Pune
Computer Teacher,MP,BE/B.Tech,"Responsibilities
To teach the classes assigned by the Primary or Secondary Principal.
To undertake other duties assigned...",Ludhiana
Banking Domain-Administrator,WIPRO,BE/B.Tech,Banking Domain-AdministratorJob Code : 1030501Location: HyderabadMinimum work experience: 3 - 5 YearsMandatory Skills: Banking Domain Netwo...,Hyderabad
Desktop Support-Administrator,WIPRO,BE/B.Tech,Desktop Support-AdministratorJob Code : 1028372Location: ChennaiMinimum work experience: 1 - 3 YearsMandatory Skills: Desktop Support EUC A...,Chennai
FULLSTACK JAVA-Developer,WIPRO,BE/B.Tech,FULLSTACK JAVA-DeveloperJob Code : 1030413Location: BengaluruMinimum work experience: 3 - 5 YearsMandatory Skills: FULLSTACK JAVA Manual Te...,Bangalore
Tele Caller,Apex Services,12th Pass (HSE),"Hiring for cars24 lead generation process , candidate should have good hindi communication +basic english skills . Candidate should be...",Delhi
Software Developer,TEORA INFO TECH,Certificate Course (ITI),"Having Minimum 1 Year Experience in Software Development by using Angular JS,  Angular Javascript, angular, Angular.js, nestjs, nodejs...",Kochi
Sales Executive,Sreeve Consultancy,Any Graduate,"Hi,This is the permanent position with one of the leading Insurance Company to be based in Chennai, Coimbatore, Vellore, Trivandrum, Pondic...",Pondicherry
Software Engineer,Srishti Software Applications Pvt Ltd,BE/B.Tech,Position Title : Software EngineerDepartment : TechnicalIndustry :SoftwareCTC : As per company norms.Location : BangaloreKey Responsibility...,Bangalore
Q.A Tester Trainee,Srishti Software Applications Pvt Ltd,BE/B.Tech,A Tester Trainee Jobs in Srishti Software Applications Pvt Ltd - Bangalore. Q.A Tester TraineeDepartment : Functional & ImplementationCT...,Bangalore
Operation Executive,Bigleap Technologies Pvt Ltd,Certificate Course (ITI),Job Summarywe have urgent opening for the position of Field Executive in our bounce CompanyResponsibilities and DutiesMaintenance of bikes ...,Bangalore
Customer Support Executive,Black And White Business Solutions Pvt Ltd,LLM,"Experience: 0 - 3 years Skills:
BPO, Voice Process, International Call Center, Customer Support,
Customer Support Executive, Custome...",Bangalore
PHP Developer,Nobletree,Diploma,Company Name :- NobletreeDesignation: php DeveloperNote:- Only Candidate meets this Criteria should send their resume...,Pune
Mechanical Fitter,Mp,10th Pass (SSC),Mechanical boy need for this job . 10th passed and he have also ITI certificate. Hardworking boy needed for this job.  ...,Ludhiana
Lab Technician,PGIMER,BSc,"Advt. No.
MPS/VIRO/2018/MC/99-100
Lab Technician  job recruitment in Postgraduate Institute of
Medical Education and Research (PGIMER...",Chandigarh
PHP Developer,SS Lotus Global Soft Solutions,BE/B.Tech,"Urgent Hiring for Web Developer, we are required for minimum 1-year Experienced Candidates, Candidate must Know about web Design Langu...",Guntur
Jr Java Developer,KANYA Consultancy Services,BE/B.Tech,Looking for Java Developers with 0 to 2 years experience in core java and with J2EE technologies like Spring boot. Having experience i...,Vellore
sales Executive,Reaction 2 Enterprises,Diploma,"Great opportunity of freshers looking for a job in the sales fieldSkills:
Sales Officer, Marketing, Field Sale Functional Area: ...",Chennai
Digital Advertising,SMART Vision Enterprises Pvt Ltd,Diploma,"Earn Without Disturbing Your Current Profession.Part Time/Full time opportunity for Smart Candidate.Best opportunity for Students, Housewif...",Mumbai
ASP.Net-MVC Internship,Royals Webtech Pvt Ltd,BE/B.Tech,Net-MVC Internship Jobs in Royals Webtech Pvt Ltd - Nagpur. Royals web tech provide Live Project Based Industrial Training & Internship&...,Nagpur
BPO Domestic/International,ENRICH SOLUTION,Certificate Course (ITI),Hey friends good morning to every one.......... Looking for Smart and talented candidates for International Job profiles with MNC's.&n...,Bangalore
Tele-callers,Infoideal areer zone,B.Com,"For the post of part
time tele-callers.We have a new
requirement for telecallers.It will be a part time
job.Any 4hrs in a ...",Kolkata
Phone Banking,PD Company pvt ltd,12th Pass (HSE),Job Summary :Post : Phone BankingBRE(Branch Relationship Executive)RE(Relationship Executive)Sales DeptLoan DeptCASA Dept And Many More Pos...,Kolkata
Director Technical,Northern Coalfields Limited,ME/M.Tech,Director (Technical) recruitment in Northern Coalfields Limited (NCL)Qualification :  The applicant should be a qualified Mi...,Delhi
sales executive,AASAAN,12th Pass (HSE),Hi!There is an exciting opportunity to work in Naffa Innovations Private Limited as Field Sales Executive -Bangalore.Do reply to me if you ...,Bangalore
Account Manager- Enterprise sales,Canon India Pvt Ltd.,Any Post Graduate,- Chennai. Job ID : 2513Account Manager- Enterprise salesLocation : ChennaiEducation and Experience : Graduate; Post Graduate Diploma in Sa...,Chennai
Assistant Agriculture Engineer,Odisha PSC,BE/B.Tech,"Advt. No. 02 of
2019-20
Assistant Agriculture
Engineer  job vacancies in Odisha
Public Service Commission
No. of Vacancies :
 1...",Bhubaneswar
FLOOR MANAGEMENT EXECUTIVE,SKY LAGOON AVIATION SERVICES PVT. LTD,12th Pass (HSE),"LTD - Bhubaneswar,Brahmapur,Cuttack. Summary:Qualification:- 10th/ 12th Pass & AboveAge- 18 Years To 30 YearsSkills- Good Communication...",Bhubaneswar
Assistant Director/ Enforcement Officer/ Chief Executive Officer,Odisha PSC,Any Graduate,"Advt. No. 03 of
2019-20
Assistant Director/ Enforcement
Officer/ Chief Executive Officer job opportunities in Odisha Public Service
Commis...",Bhubaneswar
Customer Care Executive,Inspire Global Solutions,Any Graduate,Open and maintain customer accounts by recording account informationResolve product or service problems by clarifying the customer’s comp...,Mysore
COUNSELOR,Inspire Global Solutions,Diploma,Counseling students for the courses available in Academy.Followup with students.-Meet the candidates and families who seek the admission in...,Mysore
Office Assistant,Inspire Global Solutions,B.Arch,Responsible for generating sales with existing customers and developing opportunities with new customers within assigned territory.Schedule...,Mysore
Tele Caller,Inspire Global Solutions,Diploma,Cold calling; making multiple outbound calls to potential customersPerforming customized targeted sales strategiesSharing information about...,Bangalore
HR Recruiter,GGS Infocom,12th Pass (HSE),URGENT REQUIREMENT FOR HR RECRUITER  FOR SEC VQUALIFICATION- MINIMUM HSAGE-18-35FULL TIME/ PART TIME/ HOME BASELOCATION- SALT LAKE SEC...,Kolkata
Customer Support Executive,Danial Aviation Pvt. Ltd.,12th Pass (HSE),Ltd. - Kolkata. We are hiring Fresher Candidate For Ground Staff profile...  Responsibilities and Duties:Ground staff at an airpo...,Kolkata
Digital Marketing Executive,FWD tourism pvt ltd,B.Com,This is a Govt. Registered company - we have limited vacancy in promotional part. The candidates who have basic knowledge about comput...,Mumbai
ANSIBLE PLAYBOOK DEVELOPER,MayaData Inc.,BE/B.Tech,- Bangalore. ANSIBLE PLAYBOOK DEVELOPERLocation : BANGALOREFULL TIMEDESIRED EXPERIENCE : 1-3 YEARSRESPONSIBILITIES:Build ansible playbooksA...,Bangalore
Business Development Executive,Infochola Solutions India Pvt Ltd,MBA/PGDM,You will be responsible for attracting new clients in Singapore/India as well as managing current partnerships with companies. As a Bu...,Chennai
SYSTEM ENGINEER / DEVELOPER,MayaData Inc.,Any Post Graduate,- Bangalore. SYSTEM ENGINEER / DEVELOPERLocation : REMOTEFULL TIMESkillsets/Prerequisites we’re looking for :A deep interest in understan...,Bangalore
Python Developer,MayaData Inc.,Any Post Graduate,- Bangalore. PYTHON DEVELOPERLocation : BANGALOREFULL TIMEIDEAL CANDIDATE PROFILE :3-5 years of Python core coding experience;High aptitude...,Bangalore
Field Marketing Executive,Vvrs chi fund tamilnadu pvt ltd,Diploma,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Tiruppur
java Esb,AIS,BSc,Urgently Required a resource with Knowledge of  java ESB or Talend ESB Work location: BangaloreSalary :20000 to 50000 Per  M...,Bangalore
RELEASE AUTOMATION ENGINEER,MayaData Inc.,BCA,"- Bangalore. RELEASE AUTOMATION ENGINEERLocation : BANGALOREFULL TIMEEXPERTISE AND SKILLS:Working knowledge of Kubernetes, GitHub;Linux OS,...",Bangalore
SOFTWARE ENGINEER - DEVOPS,MayaData Inc.,Any Post Graduate,- Bangalore. SOFTWARE ENGINEER - DEVOPSLocation : BANGALOREFULL TIMESKILLS/COMPETENCIES (MANDATORY) :2-4 years of experience in DevOps Engi...,Bangalore
GO DEVELOPER,MayaData Inc.,Any Post Graduate,- Bangalore. GO DEVELOPERLocation : BANGALOREFULL TIMEDESIRED EXPERIENCE : 1 TO 4 YEARSQUALIFICATION & EXPERIENCE :1-4 years of product...,Bangalore
Project Assistant - Research,IIT Kharagpur,Any Graduate,IIT/SRIC/R/ROM/2019/105Project Assistant - Research jobs opportunity in IIT KharagpurTitle : Value-addition in Jasmine: Developin...,Kharagpur
Inside Sales Executive,PINKBLUE SUPPLY SOLUTIONS PRIVATE LIMITED,Diploma,Contact businesses (Clinics / Hospitals / Doctors) by telephone to promote PinkBlue.inSolicit orders for clinical supplies over the telepho...,Bangalore
Air Ticketing Executive,NOS,12th Pass (HSE),"Dear Candidate, We are hiring for Air Ticketing Executive for a Leading Domestic/International Airlines for the following positions-QUALIFI...",Kolkata
Telecaller,Skyway job,10th Pass (SSC),"Telemarketer Job Duties:
Identifies prospects by reading telephone and zip code directories and other prepared listings.
Ca...",Mumbai
Software Engineer - Developer,EMSoft Technologie,BE/B.Tech,6 months training in JAVA/.Net with a real-time project developing experience along with training in Japanese Language (N5 & N4 Level)A...,Anywhere in India
Inside Sales Executive,Ventes Force,B.Com,Looking for a Sales Executive who have the knowledge and expertise in generating lead for a IT industry.Salary : 20k + incentive on the bas...,Anywhere in India
JRF- Research,IIT Kharagpur,ME/M.Tech,"IIT/SRIC/R/HLV/2019/102JRF- Research jobs opportunity in IIT KharagpurTitle : Histochemical Localization, Extraction and Che...",Kharagpur
Guest Faculty,Sardar Vallabhbhai Patel University of Agriculture and Technology,M Phil / Ph.D,"Advt. No.
G.F./2019/01
Guest Faculty  job opportunities inSardar Vallabhbhai Patel
University of Agriculture and Technology
No. of P...",Meerut
Sales Associate,Travelites Tours and Travels,B.Com,Contractual Work1)Market Survey-Filling up per survey form properly you will get INR 1.00(Max fields of Survey Form-5)2)Premium Membership ...,Kolkata
Teacher,Sanford wings international preschool,Certificate Course (ITI),Need preschool teachers immediately located at indira nagar BangaloreSanford wings international preschool Indira nagarType ...,Bangalore
Software Marketing,VED Software,Diploma,Law Field Software Marketing Expert Needed.Quality Required: Computer Basic Knowledge. [MUST]Basic Communication Skill. [MUS...,Rajkot
Customer Support Executive,IndiaIdeas.com Ltd.,B.Arch,com Ltd. - Delhi. Customer support activities.Help customers to make online paymentHandle inbound calls to resolve customer issues regarding...,Delhi
Chemist,Met Chem Laboratories,BSc,ChemistExperience: 0 to 2 years Job Profile1. Experience in Quality Control is added advantage Analysis of different  samples by ...,Bangalore
Analyst,ASA Recruiters,Any Post Graduate,Candidate should be Graduate ( BCA/ BA/ B.Com/ B.Sc. / BBA/ BHM/ MBA/ MCA/ MSC/ M.TECH)Should have good computer knowledge Should have...,Hyderabad
Sales,Worksymphony Pvt. Ltd.,B.Com,Ltd. - Pune. Position : SalesSalary Range: 2 lack to 3.75 Lack .Experience: 0 to 4 YearsLocation: PuneRoles & Responsibilities:Wor...,Pune
Interior Designer,ESI Design Studio,B.Arch,Job role in details : Interior Designer and 3d visualizer .Interior Designer with design sense and skills . Should have knowledge for ...,Mumbai
Restaurant Manager,Sitaphal Restaurant,Diploma,We are a Restaurant operating at Prime location in Bangalore. Looking for a young person to work with us. Role requires managing count...,Bangalore
Assistant Teacher,Maya institute of pharmacy,B.Pharm,"Responsibilities:
To teach the classes assigned by the Primary or Secondary Principal.
To undertake other duties assigned by th...",Agra
Accountant,JOSH HEALTHCARE LTD,B.Com,"Should have knowledge of Tally , Book keeping and Accounting.Should be well versed with MS Office.Should have Operation Management , Custom...",Varanasi
Agency Manager,Worksymphony Pvt. Ltd.,B.Com,"Ltd. - Pune. Roles and Responsibilities:Hire, train and guide staff to meet expected goals.Set monthly agency goals and measure r...",Pune
Business Development Manager,Worksymphony Pvt. Ltd.,B.Com,"Ltd. - Mumbai. Responsible for achieving the allocated targets pertaining to CA numbers & Manage portfolio of acquired customers, relat...",Mumbai
Technical Support Engineer,Worksymphony Pvt. Ltd.,BBA/BBM,Ltd. - Pune. Roles and Responsibility:Communication and Customer Service Skills.Active listening and questioning.Display Ownership and acco...,Pune
Office Assistant,Ypv pvt ltd,Diploma,Office assistance Supervisior LeaderCompurer operatorOther feild office work first process 4 day tranning than interview Interview qualifiy...,Agra
Data Entry Operator,Fresher Employer Zone,Certificate Course (ITI),"Transfer data from paper formats into computer files or database systems using keyboards, data recorders or optical scanners Type in data p...",Delhi
Field Sales Executive,Automation India,10th Pass (SSC),"Sale executive need to sale submersible starter panel in your area, door to door marketing, new vendors search and sale product.Candidate f...",Delhi
CUSTOMER SERVICE ASSOCIATE,Infinery Technology,12th Pass (HSE),Country: USA (Night Shift in India)Customer Service Associate:Freshers/ Experience with basic command over English (Comprehension and conve...,Pune
Computer Operator - Data Entry,Blue solution,12th Pass (HSE),"Candidate should have computer knowledge, hands on experience in excel, word etc... and minimum typing speed is require to meet our time li...",Hyderabad
Junior PHP Developer,Gooseberry IT Solutions,B.Com,"Take up and be part of a challenging Start-Up environment, ready to play multiple roles of a developer, mentor, trainer and a product desig...",Kochi
Business Development Manager,Worivakiya Foundation,12th Pass (HSE),"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Asansol
Personal Assistant For COO,PCHRS,B.Arch,"Ability to handle Multiple TaskPlanning EventsScheduling AppointmentsHospital Operation ExperienceNABH Standards,Executive Assistant,Strate...",Tirunalveli
Teacher,Tutorial,BEd,Urgently needed physics math and chemistry teachers for a coaching institute in CBD BELAPUR AREA AND KHARGHAR.  Females preferred...,Mumbai
Sales/Marketing Executive,Bharat Infratech Enterprises,MBA/PGDM,Job Duties:Identifies business opportunities by identifying prospects and evaluating their position in the industry.Sells products by estab...,Ghaziabad
banks or hospital,poornima,MCA,5 to 2.5 years of experience via Poornima. Register with Teamlease to apply online for similar kind of banks or hospital jobs....,Bangalore
MIG WELDERS,Mars heavy engineering private limited,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of MIG WELDERS jobs....,Chennai
Welder,Sreesha Enterprises,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Welder jobs....,Bangalore
Welder,Shreeji Interiors,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Welder jobs....,Bangalore
Content Writer,Medmonx Enterprises,Certificate Course (ITI),1. Writing content for the organization as and when required2. Working on SEO strategies3. Should have relevant skills and interests4. Expe...,Bangalore
Fabricator and Welder,Sycon Infra,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Fabricator and Welder jobs....,Bangalore
Helpers,Crystal Steel,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Helpers jobs....,Hyderabad
CNC Machine Operators,Crystal Steel,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of CNC Machine Operators jobs....,Hyderabad
Fabricators,Crystal Steel,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Fabricators jobs....,Hyderabad
Welders,Crystal Steel,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Welders jobs....,Hyderabad
Legal officer,Viyet Legal Forum,LLM,"LEAD FLOWThere are consulting/temporary opportunities at VIYET, in headquarters and in many country offices. You will find information...",Anywhere in India
ITI WELDER,VSA MACHINES INDIA,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ITI WELDER jobs....,Hyderabad
Robotic Welder,Ravi Placement service,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Robotic Welder jobs....,Pune
Telecaller,I AGENTS,Diploma,"Wanted Female for Telecaller and Data Entry JobFull: Time JobFresher or ExperienceSalary: Rs. 7,000/- to Rs. 12,000/-Timings: 10 am to 7 pm...",Bangalore
Welder AC,Star Airconditioning,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Welder AC jobs....,Pune
Electrician,SGK India Industrial Services Ltd.,Certificate Course (ITI),. Register with Teamlease to apply online for similar kind of Electrician jobs....,Pune
ITI Fitter cum Welder,SGK India Industrial Services Ltd.,Certificate Course (ITI),. Register with Teamlease to apply online for similar kind of ITI Fitter cum Welder jobs....,Pune
Trainee Welder,UNIKraft Techno LLP,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Trainee Welder jobs....,Pune
TIG and ARC WELDER,T.Y.Tours & Travels,10th Pass (SSC),Y.Tours & Travels. Register with Teamlease to apply online for similar kind of TIG and ARC WELDER jobs....,Mumbai
Electrician,SWAFE,Diploma,Register with Teamlease to apply online for similar kind of Electrician jobs....,Hyderabad
Spa Therapist,Nature spa,10th Pass (SSC),Provide home service to customers . Should satisfy the customer with all kinds of massage techniques. Best service gives best inc...,Bangalore
Auto Electrician,B&N Infrastructures,Diploma,Register with Teamlease to apply online for similar kind of Auto Electrician jobs....,Hyderabad
Technical Executive,JLL,Diploma,Register with Teamlease to apply online for similar kind of Technical Executive jobs....,Hyderabad
Electrician,D Source,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrician jobs....,Hyderabad
Delivery Executive,Grab a grub,10th Pass (SSC),Fresher can also apply Hindi/ EnglishBike LicenseFixed salary 18000 + incentives...,Hyderabad
ITI Electrician,BHEL-GE Gas Turbine Services Pvt Ltd,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of ITI Electrician jobs....,Hyderabad
Electrician Technician,CREDENCE,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Electrician Technician jobs....,Hyderabad
